contentType,title,abstract,abstract_google_cn,affiliations,authorization,authors,citation_text,count_accesses,count_altmetric,count_citations,documentType,doi,doi_url,focus,issue,journal_pcode,journal_title,publishedAt,publishedAtString,subjects,url,volume
news & views,When superatoms talk photons,,,"[{'address': 'Department of Physics, Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, 02139, Massachusetts, USA', 'authors': ['Vladan Vuletic']}]",False,['Vladan Vuletic'],"Vuletic, V. When superatoms talk photons. Nature Phys2, 801–802 (2006).",60,0,28,aplusplus,10.1038/nphys469,https://doi.org/10.1038/nphys469,,12,nphys,nature physics,1164931200,2006-12-01,,https://www.nature.com/articles/nphys469,2
news & views,Light does matter,,,"[{'address': 'Department of Physics, Quantum Theory Group, University of Salerno, Baronissi, 84081, Italy', 'authors': ['Fabrizio Illuminati']}]",False,['Fabrizio Illuminati'],"Illuminati, F. Light does matter. Nature Phys2, 803–804 (2006).",51,0,23,aplusplus,10.1038/nphys479,https://doi.org/10.1038/nphys479,,12,nphys,nature physics,1164931200,2006-12-01,,https://www.nature.com/articles/nphys479,2
news & views,Down the information back-alley,,,"[{'address': 'Clarendon Laboratory, University of Oxford, Parks Road, Oxford, OX1 3PU, UK', 'authors': ['Andrew Steane']}]",False,['Andrew Steane'],"Steane, A. Down the information back-alley. Nature Phys2, 805–806 (2006).",9,0,2,aplusplus,10.1038/nphys480,https://doi.org/10.1038/nphys480,,12,nphys,nature physics,1164931200,2006-12-01,,https://www.nature.com/articles/nphys480,2
news & views,Connect the dots,,,"[{'address': 'Department of Physics and Astronomy, University of Basel, Klingelbergstrasse, 82, CH-4056, Basel, Switzerland', 'authors': ['Guido Burkard']}]",False,['Guido Burkard'],"Burkard, G. Connect the dots. Nature Phys2, 807–808 (2006).",21,0,3,aplusplus,10.1038/nphys467,https://doi.org/10.1038/nphys467,,12,nphys,nature physics,1164931200,2006-12-01,,https://www.nature.com/articles/nphys467,2
news & views,Electrons scatter as they pair,,,"[{'address': 'Département de physique, Université de Sherbrooke, 2500 boul. Université, J1K 2R1, Sherbrooke, Canada', 'authors': ['Louis Taillefer']}, {'address': 'Canadian Institute for Advanced Research', 'authors': ['Louis Taillefer']}]",False,['Louis Taillefer'],"Taillefer, L. Electrons scatter as they pair. Nature Phys2, 809–810 (2006).",26,0,3,aplusplus,10.1038/nphys478a,https://doi.org/10.1038/nphys478a,,12,nphys,nature physics,1164931200,2006-12-01,,https://www.nature.com/articles/nphys478a,2
erratum,Erratum: Coherence in molecular nitrogen,,,[],True,['Markus Arndt'],"Arndt, M. Erratum: Coherence in molecular nitrogen. Nature Phys2, 810 (2006).",50,0,0,aplusplus,10.1038/nphys478b,https://doi.org/10.1038/nphys478b,,12,nphys,nature physics,1164931200,2006-12-01,,https://www.nature.com/articles/nphys478b,2
review article,Shape phase transitions and critical-point phenomena in atomic nuclei,"<p>Atomic nuclei exhibit phase transitions as a function of the number of their constituent protons and neutrons. These phase transitions are not of the usual thermodynamic type, but rather they are quantum phase transitions in the equilibrium shape and structure of the ground and low-lying states. This realization has sparked a new area of research, focusing on the concept of 'critical-point symmetries', which describe the structure of nuclei at phase-transitional points. Both macroscopic (geometric or algebraic) and microscopic (shell-model) aspects of these phase transitions and of changes in structure with proton and neutron number in nuclei are discussed, along with an interpretation in terms of simple Landau theory. Finally, some alternative scenarios and schematic models for different classes of nuclei based on other simple potentials are briefly summarized.</p>",,"[{'address': 'Wright Nuclear Structure Laboratory, Yale University, New Haven, 06520, Connecticut, USA', 'authors': ['R. F. Casten']}]",False,['R. F. Casten'],"Casten, R. Shape phase transitions and critical-point phenomena in atomic nuclei. Nature Phys2, 811–820 (2006).",234,0,110,aplusplus,10.1038/nphys451,https://doi.org/10.1038/nphys451,,12,nphys,nature physics,1164931200,2006-12-01,,https://www.nature.com/articles/nphys451,2
letter,Anisotropic scattering and anomalous normal-state transport in a high-temperature superconductor,"<p>The metallic state of high-temperature copper-oxide superconductors, characterized by unusual and distinct temperature dependences in the transport properties, is markedly different from that of textbook metals. Despite intense theoretical efforts, our limited understanding is impaired by our inability to determine experimentally the temperature and momentum dependence of the transport scattering rate. Here, we use a powerful magnetotransport probe to show that the resistivity and the Hall coefficient in highly doped Tl<sub>2</sub>Ba<sub>2</sub>CuO<sub>6+&#948;</sub> originate from two distinct inelastic scattering channels. One channel is due to conventional electron&#8211;electron scattering; the other is highly anisotropic, has the same symmetry as the superconducting gap and a magnitude that grows approximately linearly with temperature. The observed form and anisotropy place tight constraints on theories of the metallic state. Moreover, in heavily doped non-superconducting La<sub>2&#8722;x</sub>Sr<sub>x</sub>CuO<sub>4</sub>, this anisotropic scattering term is absent, suggesting an intimate connection between the origin of this scattering and superconductivity itself.</p>",,"[{'address': 'H. H. Wills Physics Laboratory, University of Bristol, Tyndall Avenue, Bristol, BS8 1TL, UK', 'authors': ['M. Abdel-Jawad', ',\xa0A. Carrington', '\xa0&\xa0N. E. Hussey']}, {'address': 'Physics Department, Simon Fraser University, 8888 University Drive, Burnaby, British Columbia, V5A 1S6, Canada', 'authors': ['M. P. Kennett']}, {'address': 'National High Magnetic Field Laboratory, Florida State University, Tallahassee, Florida, 32306, USA', 'authors': ['L. Balicas']}, {'address': 'School of Physics and Astronomy, University of St Andrews, St Andrews, KY16 9SS, UK', 'authors': ['A. P. Mackenzie']}, {'address': 'Physics Department, University of Queensland, Brisbane, 4072, Australia', 'authors': ['R. H. McKenzie']}]",True,"['M. Abdel-Jawad', 'M. P. Kennett', 'L. Balicas', 'A. Carrington', 'A. P. Mackenzie', 'R. H. McKenzie', 'N. E. Hussey']","Abdel-Jawad, M., Kennett, M., Balicas, L. et al. Anisotropic scattering and anomalous normal-state transport in a high-temperature superconductor. Nature Phys2, 821–825 (2006).",349,8,115,aplusplus,10.1038/nphys449,https://doi.org/10.1038/nphys449,,12,nphys,nature physics,1162684800,2006-11-05,,https://www.nature.com/articles/nphys449,2
letter,Imaging and controlling electron transport inside a quantum ring,"<p>Traditionally, the understanding of quantum transport, coherent and ballistic, relies on the measurement of macroscopic properties such as the conductance. Although powerful when coupled to statistical theories, this approach cannot provide a detailed image of &#8216;how electrons behave down there&#8217;. Ideally, understanding transport at the nanoscale would require tracking each electron inside the nanodevice. Significant progress towards this goal was obtained by combining scanning probe microscopy with transport measurements. Some studies even showed signatures of quantum transport in the surroundings of nanostructures. Here, scanning probe microscopy is used to probe electron propagation inside an open quantum ring exhibiting the archetype of electron-wave interference phenomena: the Aharonov&#8211;Bohm effect. Conductance maps recorded while scanning the biased tip of a cryogenic atomic force microscope above the quantum ring show that the propagation of electrons, both coherent and ballistic, can be investigated in situ, and can even be controlled by tuning the potential felt by electrons at the nanoscale.</p>",,"[{'address': 'Laboratoire de Spectrométrie Physique, Université Joseph Fourier Grenoble and CNRS, 140 rue de la Physique, 38402, Saint Martin d’Hères, France', 'authors': ['B. Hackens', ',\xa0F. Martins', ',\xa0T. Ouisse', ',\xa0H. Sellier', '\xa0&\xa0S. Huant']}, {'address': 'CERMIN, DICE Lab, Université Catholique de Louvain, 3 Place du Levant, 1348, Louvain-la-Neuve, Belgium', 'authors': ['B. Hackens', '\xa0&\xa0V. Bayot']}, {'address': 'IEMN, Avenue Poincarè, BP 60069, 59652, Villeneuve d’Ascq, France', 'authors': ['S. Bollaert', ',\xa0X. Wallart', '\xa0&\xa0A. Cappy']}, {'address': 'LEPES, CNRS, 25 avenue des Martyrs, 38042, Grenoble, France', 'authors': ['J. Chevrier']}]",True,"['B. Hackens', 'F. Martins', 'T. Ouisse', 'H. Sellier', 'S. Bollaert', 'X. Wallart', 'A. Cappy', 'J. Chevrier', 'V. Bayot', 'S. Huant']","Hackens, B., Martins, F., Ouisse, T. et al. Imaging and controlling electron transport inside a quantum ring. Nature Phys2, 826–830 (2006).",102,0,64,aplusplus,10.1038/nphys459,https://doi.org/10.1038/nphys459,,12,nphys,nature physics,1163289600,2006-11-12,,https://www.nature.com/articles/nphys459,2
letter,Initialization and read-out of spins in coupled core–shell quantum dots,"<p>In the field of quantum information science, semiconductor quantum dots (QDs) are of particular interest for their ability to confine a single electron for use as a qubit. However, to realize the potential offered by quantum information processing, it is necessary to couple two or more qubits. In contrast to coupling individual QDs, we demonstrate the integration of two coupled electronic states within a single QD heterostructure. These chemically synthesized nanocrystals, known as quantum-dot quantum wells (QDQWs), comprise concentric layers of different semiconducting materials. We investigate carrier and spin dynamics in these structures using transient absorption and time-resolved Faraday rotation measurements. By tuning the excitation and probe energies, we find that we can selectively initialize and read out spins in different coupled states within the QDQW. These results open a pathway for engineering coupled qubits within a single nanostructure.</p>",,"[{'address': 'Center for Spintronics and Quantum Computation, University of California, Santa Barbara, California, 93106, USA', 'authors': ['J. Berezovsky', ',\xa0O. Gywat', ',\xa0F. Meier', '\xa0&\xa0D. D. Awschalom']}, {'address': 'Department of Chemistry and Biochemistry, University of Arkansas, Fayetteville, Arkansas, 72701, USA', 'authors': ['D. Battaglia', '\xa0&\xa0X. Peng']}]",True,"['J. Berezovsky', 'O. Gywat', 'F. Meier', 'D. Battaglia', 'X. Peng', 'D. D. Awschalom']","Berezovsky, J., Gywat, O., Meier, F. et al. Initialization and read-out of spins in coupled core–shell quantum dots. Nature Phys2, 831–834 (2006).",108,0,32,aplusplus,10.1038/nphys458,https://doi.org/10.1038/nphys458,,12,nphys,nature physics,1163289600,2006-11-12,,https://www.nature.com/articles/nphys458,2
letter,Electrical detection of coherent 31P spin quantum states,"<p>In recent years, a variety of solid-state qubits has been realized, including quantum dots, superconducting tunnel junctions and point defects. Owing to its potential compatibility with existing microelectronics, the proposal by Kane&#8212;on the basis of phosphorus donors in silicon&#8212;has been pursued intensively. A key issue of this concept is the readout of the <sup>31</sup>P quantum state. Electrical measurements of magnetic resonance have been carried out on single spins, but the statistical nature of these experiments based on random-telegraph-noise measurements has impeded the readout of single spin states. Here, we demonstrate the measurement of the spin state of <sup>31</sup>P donor electrons in silicon and the observation of Rabi flops by purely electric means, that is by coherent manipulation of spin-dependent charge-carrier recombination between the <sup>31</sup>P donor and paramagnetic localized states at the Si/SiO<sub>2</sub> interface. The electron spin information is shown to be coupled through the hyperfine interaction to the <sup>31</sup>P nucleus, suggesting that recombination-based readout of nuclear spins is feasible.</p>",,"[{'address': 'Walter Schottky Institut, Technische Universität München, Am Coulombwall 3, 85748, Garching, Germany', 'authors': ['Andre R. Stegner', ',\xa0Hans Huebl', ',\xa0Martin Stutzmann', '\xa0&\xa0Martin S. Brandt']}, {'address': 'Physics Department, University of Utah, 115S 1400E, Salt Lake City, Utah, 84112, USA', 'authors': ['Christoph Boehme']}, {'address': 'Abt. Silizium-Photovoltaik, Hahn-Meitner-Institut Berlin, Kekuléstr.\xa05, 12489, Berlin, Germany', 'authors': ['Christoph Boehme', '\xa0&\xa0Klaus Lips']}]",True,"['Andre R. Stegner', 'Christoph Boehme', 'Hans Huebl', 'Martin Stutzmann', 'Klaus Lips', 'Martin S. Brandt']","Stegner, A., Boehme, C., Huebl, H. et al. Electrical detection of coherent31P spin quantum states. Nature Phys2, 835–838 (2006).",212,0,119,aplusplus,10.1038/nphys465,https://doi.org/10.1038/nphys465,,12,nphys,nature physics,1163894400,2006-11-19,,https://www.nature.com/articles/nphys465,2
letter,Femtosecond diffractive imaging with a soft-X-ray free-electron laser,"<p>Theory predicts that, with an ultrashort and extremely bright coherent X-ray pulse, a single diffraction pattern may be recorded from a large macromolecule, a virus or a cell before the sample explodes and turns into a plasma. Here we report the first experimental demonstration of this principle using the FLASH soft-X-ray free-electron laser. An intense 25&#8201;fs, 4&#215;10<sup>13</sup>&#8201;W&#8201;cm<sup>&#8722;2</sup> pulse, containing 10<sup>12</sup> photons at 32&#8201;nm wavelength, produced a coherent diffraction pattern from a nanostructured non-periodic object, before destroying it at 60,000&#8201;K. A novel X-ray camera assured single-photon detection sensitivity by filtering out parasitic scattering and plasma radiation. The reconstructed image, obtained directly from the coherent pattern by phase retrieval through oversampling, shows no measurable damage, and is reconstructed at the diffraction-limited resolution. A three-dimensional data set may be assembled from such images when copies of a reproducible sample are exposed to the beam one by one.</p>",,"[{'address': 'University of California, Lawrence Livermore National Laboratory, 7000 East Avenue, Livermore, California, 94550, USA', 'authors': ['Henry N. Chapman', ',\xa0Anton Barty', ',\xa0Michael J. Bogan', ',\xa0Sébastien Boutet', ',\xa0Matthias Frank', ',\xa0Stefan P. Hau-Riege', ',\xa0Stefano Marchesini', ',\xa0Bruce W. Woods', ',\xa0Saša Bajt', ',\xa0W. Henry Benner', ',\xa0Richard A. London', ',\xa0Richard W. Lee', '\xa0&\xa0Abraham Szöke']}, {'address': 'Center for Biophotonics Science and Technology, University of California, Davis, 2700 Stockton Blvd, Suite 1400, Sacramento, California, 95817, USA', 'authors': ['Henry N. Chapman', ',\xa0Stefano Marchesini', ',\xa0Richard A. London', '\xa0&\xa0David A. Shapiro']}, {'address': 'Stanford Synchrotron Radiation Laboratory, Stanford Linear Accelerator Center, 2575 Sand Hill Road, Menlo Park, California, 94305, USA', 'authors': ['Sébastien Boutet', ',\xa0Keith O. Hodgson', '\xa0&\xa0Janos Hajdu']}, {'address': 'Department of Cell and Molecular Biology, Laboratory of Molecular Biophysics, Uppsala University, Husargatan 3, Box 596, SE-75124, Uppsala, Sweden', 'authors': ['Sébastien Boutet', ',\xa0David van der Spoel', ',\xa0Florian Burmeister', ',\xa0Magnus Bergh', ',\xa0Carl Caleman', ',\xa0Gösta Huldt', ',\xa0M. Marvin Seibert', ',\xa0Filipe R. N. C. Maia', ',\xa0Richard W. Lee', ',\xa0Abraham Szöke', ',\xa0Nicusor Timneanu', '\xa0&\xa0Janos Hajdu']}, {'address': 'Deutsches Elektronen-Synchrotron, DESY, Notkestraße 85, Hamburg, D-22607, Germany', 'authors': ['Elke Plönjes', ',\xa0Marion Kuhlmann', ',\xa0Rolf Treusch', ',\xa0Stefan Düsterer', ',\xa0Thomas Tschentscher', '\xa0&\xa0Jochen R. Schneider']}, {'address': 'Spiller X-ray Optics, Livermore, California, 94550, USA', 'authors': ['Eberhard Spiller']}, {'address': 'Institut für Optik und Atomare Physik, Technische Universität Berlin, Hardenbergstraße 36, PN 3-1, Berlin, 10623, Germany', 'authors': ['Thomas Möller', ',\xa0Christoph Bostedt', '\xa0&\xa0Matthias Hoener']}]",True,"['Henry N. Chapman', 'Anton Barty', 'Michael J. Bogan', 'Sébastien Boutet', 'Matthias Frank', 'Stefan P. Hau-Riege', 'Stefano Marchesini', 'Bruce W. Woods', 'Saša Bajt', 'W. Henry Benner', 'Richard A. London', 'Elke Plönjes', 'Marion Kuhlmann', 'Rolf Treusch', 'Stefan Düsterer', 'Thomas Tschentscher', 'Jochen R. Schneider', 'Eberhard Spiller', 'Thomas Möller', 'Christoph Bostedt', 'Matthias Hoener', 'David A. Shapiro', 'Keith O. Hodgson', 'David van der Spoel', 'Florian Burmeister', 'Magnus Bergh', 'Carl Caleman', 'Gösta Huldt', 'M. Marvin Seibert', 'Filipe R. N. C. Maia', 'Richard W. Lee', 'Abraham Szöke', 'Nicusor Timneanu', 'Janos Hajdu']","Chapman, H., Barty, A., Bogan, M. et al. Femtosecond diffractive imaging with a soft-X-ray free-electron laser. Nature Phys2, 839–843 (2006).",1307,27,696,aplusplus,10.1038/nphys461,https://doi.org/10.1038/nphys461,,12,nphys,nature physics,1163289600,2006-11-12,,https://www.nature.com/articles/nphys461,2
article,Conditional control of the quantum states of remote atomic memories for quantum networking,"<p>Quantum networks hold the promise for revolutionary advances in information processing with quantum resources distributed over remote locations via quantum-repeater architectures. Quantum networks are composed of nodes for storing and processing quantum states, and of channels for transmitting states between them. The scalability of such networks relies critically on the ability to carry out conditional operations on states stored in separated quantum memories. Here, we report the first implementation of such conditional control of two atomic memories, located in distinct apparatuses, which results in a 28-fold increase of the probability of simultaneously obtaining a pair of single photons, relative to the case without conditional control. As a first application, we demonstrate a high degree of indistinguishability for remotely generated single photons by the observation of destructive interference of their wave packets. Our results demonstrate experimentally a basic principle for enabling scalable quantum networks, with applications also to linear optics quantum computation.</p>",,"[{'address': 'Norman Bridge Laboratory of Physics 12-33, California Institute of Technology, Pasadena, California, 91125, USA', 'authors': ['D. Felinto', ',\xa0C. W. Chou', ',\xa0J. Laurat', ',\xa0E. W. Schomburg', ',\xa0H. de Riedmatten', '\xa0&\xa0H. J. Kimble']}]",False,"['D. Felinto', 'C. W. Chou', 'J. Laurat', 'E. W. Schomburg', 'H. de Riedmatten', 'H. J. Kimble']","Felinto, D., Chou, C., Laurat, J. et al. Conditional control of the quantum states of remote atomic memories for quantum networking. Nature Phys2, 844–848 (2006).",101,0,68,aplusplus,10.1038/nphys450,https://doi.org/10.1038/nphys450,,12,nphys,nature physics,1162080000,2006-10-29,,https://www.nature.com/articles/nphys450,2
article,Strongly interacting polaritons in coupled arrays of cavities,"<p>Observing quantum phenomena in strongly correlated many-particle systems is difficult because of the short length- and timescales involved. Exerting control over the state of individual elements within such a system is even more so, and represents a hurdle in the realization of quantum computing devices. Substantial progress has been achieved with arrays of Josephson junctions and cold atoms in optical lattices, where detailed control over collective properties is feasible, but addressing individual sites remains a challenge. Here we show that a system of polaritons held in an array of resonant optical cavities&#8212;which could be realized using photonic crystals or toroidal microresonators&#8212;can form a strongly interacting many-body system showing quantum phase transitions, where individual particles can be controlled and measured. The system also offers the possibility to generate attractive on-site potentials yielding highly entangled states and a phase with particles much more delocalized than in superfluids.</p>",,"[{'address': 'Institute for Mathematical Sciences, Imperial College London, 53 Exhibition Road, SW7 2PG, UK', 'authors': ['Michael J. Hartmann', ',\xa0Fernando G. S. L. Brandão', '\xa0&\xa0Martin B. Plenio']}, {'address': 'QOLS, The Blackett Laboratory, Imperial College London, Prince Consort Road, SW7 2BW, UK', 'authors': ['Michael J. Hartmann', ',\xa0Fernando G. S. L. Brandão', '\xa0&\xa0Martin B. Plenio']}]",False,"['Michael J. Hartmann', 'Fernando G. S. L. Brandão', 'Martin B. Plenio']","Hartmann, M., Brandão, F. & Plenio, M. Strongly interacting polaritons in coupled arrays of cavities. Nature Phys2, 849–855 (2006).",850,12,675,aplusplus,10.1038/nphys462,https://doi.org/10.1038/nphys462,,12,nphys,nature physics,1164499200,2006-11-26,,https://www.nature.com/articles/nphys462,2
article,Quantum phase transitions of light,"<p>The ability to conduct experiments at length scales and temperatures at which interesting and potentially useful quantum-mechanical phenomena emerge in condensed-matter or atomic systems is now commonplace. In optics, though, the weakness with which photons interact with each other makes exploring such behaviour more difficult. Here we describe an optical system that exhibits strongly correlated dynamics on a mesoscopic scale. By adding photons to a two-dimensional array of coupled optical cavities each containing a single two-level atom in the photon-blockade regime, we form dressed states, or polaritons, that are both long-lived and strongly interacting. Our results predict that at zero temperature the system will undergo a characteristic Mott insulator (excitations localized on each site) to superfluid (excitations delocalized across the lattice) quantum phase transition. Moreover, the ability to couple light to and from individual cavities of this system could be useful in the realization of tuneable quantum simulators and other quantum-mechanical devices.</p>",,"[{'address': 'Centre for Quantum Computer Technology, School of Physics, The University of Melbourne, Victoria, 3010, Australia', 'authors': ['Andrew D. Greentree', ',\xa0Charles Tahan', ',\xa0Jared H. Cole', '\xa0&\xa0Lloyd C. L. Hollenberg']}, {'address': 'Cavendish Laboratory, University of Cambridge, JJ Thomson Ave, Cambridge, CB3 0HE, UK', 'authors': ['Charles Tahan']}]",False,"['Andrew D. Greentree', 'Charles Tahan', 'Jared H. Cole', 'Lloyd C. L. Hollenberg']","Greentree, A., Tahan, C., Cole, J. et al. Quantum phase transitions of light. Nature Phys2, 856–861 (2006).",747,15,533,aplusplus,10.1038/nphys466,https://doi.org/10.1038/nphys466,,12,nphys,nature physics,1164499200,2006-11-26,,https://www.nature.com/articles/nphys466,2
endgame,Final answer,,,"[{'address': 'curator at the Science Museum, Exhibition Road, South Kensington, London, SW7 2DD, UK', 'authors': ['Jane Wess']}]",True,['Jane Wess'],"Wess, J. Final answer. Nature Phys2, 862 (2006).",8,0,0,aplusplus,10.1038/nphys440,https://doi.org/10.1038/nphys440,,12,nphys,nature physics,1164931200,2006-12-01,,https://www.nature.com/articles/nphys440,2
in this issue,This Issue,,,[],True,[],"This Issue. Nature Phys2,v (2006).",15,0,0,aplusplus,10.1038/nphys491,https://doi.org/10.1038/nphys491,,12,nphys,nature physics,1164931200,2006-12-01,,https://www.nature.com/articles/nphys491,2
